kata,f1_frekuensi,f2_panjang,f3_huruf_bingung,f4_suku_kata,f5_fonem_kompleks,f6_visual,f1_frekuensi_norm,f2_panjang_norm,f3_huruf_bingung_norm,f4_suku_kata_norm,f5_fonem_kompleks_norm,f6_visual_norm,klaster,label
camilan,1,7,0,3,0,0.2857,0.0,0.2272727272727272,0.0,0.25,0.0,0.2857,0,mudah
makananmu,1,9,0,4,0,0.5556,0.0,0.3181818181818182,0.0,0.375,0.0,0.5556,0,mudah
maafkan,5,7,0,3,0,0.2857,0.0120845921450151,0.2272727272727272,0.0,0.25,0.0,0.2857,0,mudah
untukmu,7,7,0,3,0,0.7143,0.0181268882175226,0.2272727272727272,0.0,0.25,0.0,0.7143,0,mudah
ding,2,4,1,1,0,0.5,0.0030211480362537,0.0909090909090909,1.0,0.0,0.0,0.5,1,sulit
hadiah,7,6,1,3,0,0.1667,0.0181268882175226,0.1818181818181818,1.0,0.25,0.0,0.1667,1,sulit
tua,10,3,0,2,0,0.3333,0.0271903323262839,0.0454545454545454,0.0,0.125,0.0,0.3333,0,mudah
kesini,1,6,0,3,0,0.1667,0.0,0.1818181818181818,0.0,0.25,0.0,0.1667,0,mudah
dipanggil,1,9,1,3,0,0.3333,0.0,0.3181818181818182,1.0,0.25,0.0,0.3333,1,sulit
pikir,9,5,1,2,0,0.2,0.0241691842900302,0.1363636363636363,1.0,0.125,0.0,0.2,1,sulit
denganmu,1,8,1,3,0,0.625,0.0,0.2727272727272727,1.0,0.25,0.0,0.625,1,sulit
mengejekku,1,10,1,4,0,0.3,0.0,0.3636363636363636,1.0,0.375,0.0,0.3,1,sulit
kubilang,2,8,1,3,0,0.375,0.0030211480362537,0.2727272727272727,1.0,0.25,0.0,0.375,1,sulit
menghiraukannya,1,15,1,6,1,0.3333,0.0,0.5909090909090909,1.0,0.625,0.5,0.3333,1,sulit
titip,1,5,1,2,0,0.2,0.0,0.1363636363636363,1.0,0.125,0.0,0.2,1,sulit
kardus,5,6,1,2,0,0.3333,0.0120845921450151,0.1818181818181818,1.0,0.125,0.0,0.3333,1,sulit
bekas,11,5,1,2,0,0.2,0.0302114803625377,0.1363636363636363,1.0,0.125,0.0,0.2,1,sulit
bahan,11,5,1,2,0,0.4,0.0302114803625377,0.1363636363636363,1.0,0.125,0.0,0.4,1,sulit
sikapnya,1,8,1,3,0,0.25,0.0,0.2727272727272727,1.0,0.25,0.0,0.25,1,sulit
buruk,2,5,1,2,0,0.6,0.0030211480362537,0.1363636363636363,1.0,0.125,0.0,0.6,1,sulit
orangnya,4,8,1,3,0,0.25,0.0090634441087613,0.2727272727272727,1.0,0.25,0.0,0.25,1,sulit
jagung,16,6,1,2,0,0.3333,0.0453172205438066,0.1818181818181818,1.0,0.125,0.0,0.3333,1,sulit
bakar,6,5,1,2,0,0.2,0.0151057401812688,0.1363636363636363,1.0,0.125,0.0,0.2,1,sulit
dioperasi,1,9,1,5,0,0.2222,0.0,0.3181818181818182,1.0,0.5,0.0,0.2222,1,sulit
aduh,16,4,1,2,0,0.5,0.0453172205438066,0.0909090909090909,1.0,0.125,0.0,0.5,1,sulit
haus,4,4,0,2,0,0.25,0.0090634441087613,0.0909090909090909,0.0,0.125,0.0,0.25,0,mudah
beli,13,4,1,2,0,0.25,0.0362537764350453,0.0909090909090909,1.0,0.125,0.0,0.25,1,sulit
minum,6,5,0,2,0,0.8,0.0151057401812688,0.1363636363636363,0.0,0.125,0.0,0.8,0,mudah
mampir,1,6,1,2,0,0.5,0.0,0.1818181818181818,1.0,0.125,0.0,0.5,1,sulit
sebentar,14,8,1,3,0,0.25,0.039274924471299,0.2727272727272727,1.0,0.25,0.0,0.25,1,sulit
kasihan,7,7,0,3,0,0.1429,0.0181268882175226,0.2272727272727272,0.0,0.25,0.0,0.1429,0,mudah
sakit,11,5,0,2,0,0.0,0.0302114803625377,0.1363636363636363,0.0,0.125,0.0,0.0,0,mudah
dikantin,1,8,1,3,0,0.375,0.0,0.2727272727272727,1.0,0.25,0.0,0.375,1,sulit
laki,16,4,0,2,0,0.0,0.0453172205438066,0.0909090909090909,0.0,0.125,0.0,0.0,0,mudah
melotot,1,7,0,3,0,0.1429,0.0,0.2272727272727272,0.0,0.25,0.0,0.1429,0,mudah
ketakutan,5,9,0,4,0,0.2222,0.0120845921450151,0.3181818181818182,0.0,0.375,0.0,0.2222,0,mudah
wajahku,1,7,0,3,0,0.2857,0.0,0.2272727272727272,0.0,0.25,0.0,0.2857,0,mudah
menyangka,2,9,1,3,0,0.3333,0.0030211480362537,0.3181818181818182,1.0,0.25,0.0,0.3333,1,sulit
bertemu,9,7,1,3,0,0.4286,0.0241691842900302,0.2272727272727272,1.0,0.25,0.0,0.4286,1,sulit
monster,14,7,0,2,0,0.2857,0.039274924471299,0.2272727272727272,0.0,0.125,0.0,0.2857,0,mudah
menunjukan,1,10,0,4,0,0.6,0.0,0.3636363636363636,0.0,0.375,0.0,0.6,0,mudah
jengguk,1,7,1,2,0,0.2857,0.0,0.2272727272727272,1.0,0.125,0.0,0.2857,1,sulit
ayahmu,2,6,0,3,0,0.3333,0.0030211480362537,0.1818181818181818,0.0,0.25,0.0,0.3333,0,mudah
ayahku,2,6,0,3,0,0.1667,0.0030211480362537,0.1818181818181818,0.0,0.25,0.0,0.1667,0,mudah
meninggal,11,9,1,3,0,0.3333,0.0302114803625377,0.3181818181818182,1.0,0.25,0.0,0.3333,1,sulit
tahun,47,5,0,2,0,0.4,0.1389728096676737,0.1363636363636363,0.0,0.125,0.0,0.4,0,mudah
memilih,12,7,0,3,0,0.2857,0.0332326283987915,0.2272727272727272,0.0,0.25,0.0,0.2857,0,mudah
menjenguk,3,9,1,3,0,0.4444,0.0060422960725075,0.3181818181818182,1.0,0.25,0.0,0.4444,1,sulit
mengajukan,4,10,1,4,0,0.4,0.0090634441087613,0.3636363636363636,1.0,0.375,0.0,0.4,1,sulit
membawa,23,7,1,3,0,0.5714,0.066465256797583,0.2272727272727272,1.0,0.25,0.0,0.5714,1,sulit
buah,29,4,1,2,0,0.5,0.0845921450151057,0.0909090909090909,1.0,0.125,0.0,0.5,1,sulit
buahan,6,6,1,3,0,0.5,0.0151057401812688,0.1818181818181818,1.0,0.25,0.0,0.5,1,sulit
mengangkat,4,10,1,3,0,0.3,0.0090634441087613,0.3636363636363636,1.0,0.25,0.0,0.3,1,sulit
tangan,17,6,1,2,0,0.3333,0.0483383685800604,0.1818181818181818,1.0,0.125,0.0,0.3333,1,sulit
angkutan,1,8,1,3,0,0.375,0.0,0.2727272727272727,1.0,0.25,0.0,0.375,1,sulit
umum,2,4,0,2,0,1.0,0.0030211480362537,0.0909090909090909,0.0,0.125,0.0,1.0,0,mudah
merepotkanmu,1,12,1,5,0,0.4167,0.0,0.4545454545454545,1.0,0.5,0.0,0.4167,1,sulit
sore,13,4,0,2,0,0.0,0.0362537764350453,0.0909090909090909,0.0,0.125,0.0,0.0,0,mudah
berpamitan,4,10,1,4,0,0.4,0.0090634441087613,0.3636363636363636,1.0,0.375,0.0,0.4,1,sulit
beristirahat,4,12,1,5,0,0.0833,0.0090634441087613,0.4545454545454545,1.0,0.5,0.0,0.0833,1,sulit
mobil,4,5,1,2,0,0.4,0.0090634441087613,0.1363636363636363,1.0,0.125,0.0,0.4,1,sulit
tuaku,1,5,0,3,0,0.4,0.0,0.1363636363636363,0.0,0.25,0.0,0.4,0,mudah
demam,1,5,1,2,0,0.6,0.0,0.1363636363636363,1.0,0.125,0.0,0.6,1,sulit
mi,1,2,0,1,0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0,mudah
gambar,14,6,1,2,0,0.3333,0.039274924471299,0.1818181818181818,1.0,0.125,0.0,0.3333,1,sulit
lanjutkan,2,9,0,3,0,0.3333,0.0030211480362537,0.3181818181818182,0.0,0.25,0.0,0.3333,0,mudah
bersalah,2,8,1,3,0,0.125,0.0030211480362537,0.2727272727272727,1.0,0.25,0.0,0.125,1,sulit
menyelesaikannya,2,16,1,7,0,0.25,0.0030211480362537,0.6363636363636364,1.0,0.75,0.0,0.25,1,sulit
kelompokku,1,10,1,4,0,0.3,0.0,0.3636363636363636,1.0,0.375,0.0,0.3,1,sulit
looo,1,4,0,3,0,0.0,0.0,0.0909090909090909,0.0,0.25,0.0,0.0,0,mudah
menelepon,1,9,1,4,0,0.4444,0.0,0.3181818181818182,1.0,0.375,0.0,0.4444,1,sulit
oooh,2,4,0,3,0,0.0,0.0030211480362537,0.0909090909090909,0.0,0.25,0.0,0.0,0,mudah
ibunya,26,6,1,3,0,0.5,0.0755287009063444,0.1818181818181818,1.0,0.25,0.0,0.5,1,sulit
sehat,6,5,0,2,0,0.0,0.0151057401812688,0.1363636363636363,0.0,0.125,0.0,0.0,0,mudah
rumahmu,2,7,0,3,0,0.5714,0.0030211480362537,0.2272727272727272,0.0,0.25,0.0,0.5714,0,mudah
siapkan,5,7,1,3,0,0.2857,0.0120845921450151,0.2272727272727272,1.0,0.25,0.0,0.2857,1,sulit
alat,11,4,0,2,0,0.0,0.0302114803625377,0.0909090909090909,0.0,0.125,0.0,0.0,0,mudah
alatnya,1,7,1,3,0,0.1429,0.0,0.2272727272727272,1.0,0.25,0.0,0.1429,1,sulit
selesaikan,2,10,0,5,0,0.1,0.0030211480362537,0.3636363636363636,0.0,0.5,0.0,0.1,0,mudah
kelompokmu,2,10,1,4,0,0.4,0.0030211480362537,0.3636363636363636,1.0,0.375,0.0,0.4,1,sulit
halaman,4,7,0,3,0,0.2857,0.0090634441087613,0.2272727272727272,0.0,0.25,0.0,0.2857,0,mudah
gugup,2,5,1,2,0,0.6,0.0030211480362537,0.1363636363636363,1.0,0.125,0.0,0.6,1,sulit
sof,1,3,0,1,0,0.0,0.0,0.0454545454545454,0.0,0.0,0.0,0.0,0,mudah
saingan,1,7,1,3,0,0.2857,0.0,0.2272727272727272,1.0,0.25,0.0,0.2857,1,sulit
keren,6,5,0,2,0,0.2,0.0151057401812688,0.1363636363636363,0.0,0.125,0.0,0.2,0,mudah
suasana,6,7,0,4,0,0.2857,0.0151057401812688,0.2272727272727272,0.0,0.375,0.0,0.2857,0,mudah
ramai,4,5,0,3,0,0.2,0.0090634441087613,0.1363636363636363,0.0,0.25,0.0,0.2,0,mudah
peserta,3,7,1,3,0,0.1429,0.0060422960725075,0.2272727272727272,1.0,0.25,0.0,0.1429,1,sulit
buatan,11,6,1,3,0,0.5,0.0302114803625377,0.1818181818181818,1.0,0.25,0.0,0.5,1,sulit
kesenian,2,8,0,4,0,0.25,0.0030211480362537,0.2727272727272727,0.0,0.375,0.0,0.25,0,mudah
terbang,12,7,1,2,0,0.2857,0.0332326283987915,0.2272727272727272,1.0,0.125,0.0,0.2857,1,sulit
gede,5,4,1,2,0,0.25,0.0120845921450151,0.0909090909090909,1.0,0.125,0.0,0.25,1,sulit
membawanya,4,10,1,4,0,0.5,0.0090634441087613,0.3636363636363636,1.0,0.375,0.0,0.5,1,sulit
pengisi,1,7,1,3,0,0.2857,0.0,0.2272727272727272,1.0,0.25,0.0,0.2857,1,sulit
acara,3,5,0,3,0,0.0,0.0060422960725075,0.1363636363636363,0.0,0.25,0.0,0.0,0,mudah
penampilan,3,10,1,4,0,0.5,0.0060422960725075,0.3636363636363636,1.0,0.375,0.0,0.5,1,sulit
penampil,1,8,1,3,0,0.5,0.0,0.2727272727272727,1.0,0.25,0.0,0.5,1,sulit
musik,4,5,0,2,0,0.4,0.0090634441087613,0.1363636363636363,0.0,0.125,0.0,0.4,0,mudah
tradisional,7,11,1,5,1,0.1818,0.0181268882175226,0.409090909090909,1.0,0.5,0.5,0.1818,1,sulit
rebana,1,6,1,3,0,0.3333,0.0,0.1818181818181818,1.0,0.25,0.0,0.3333,1,sulit
rebananya,1,9,1,4,0,0.3333,0.0,0.3181818181818182,1.0,0.375,0.0,0.3333,1,sulit
seru,20,4,0,2,0,0.25,0.0574018126888217,0.0909090909090909,0.0,0.125,0.0,0.25,0,mudah
pertunjukan,1,11,1,4,0,0.4545,0.0,0.409090909090909,1.0,0.375,0.0,0.4545,1,sulit
diikuti,2,7,1,4,0,0.2857,0.0030211480362537,0.2272727272727272,1.0,0.375,0.0,0.2857,1,sulit
mengejekmu,1,10,1,4,0,0.4,0.0,0.3636363636363636,1.0,0.375,0.0,0.4,1,sulit
menolongku,2,10,1,4,0,0.4,0.0030211480362537,0.3636363636363636,1.0,0.375,0.0,0.4,1,sulit
lengkap,3,7,1,2,0,0.2857,0.0060422960725075,0.2272727272727272,1.0,0.125,0.0,0.2857,1,sulit
mencobanya,3,10,1,4,0,0.4,0.0060422960725075,0.3636363636363636,1.0,0.375,0.0,0.4,1,sulit
ayah,38,4,0,2,0,0.0,0.1117824773413897,0.0909090909090909,0.0,0.125,0.0,0.0,0,mudah
memaafkanmu,1,11,0,5,0,0.4545,0.0,0.409090909090909,0.0,0.5,0.0,0.4545,0,mudah
gas,1,3,0,1,0,0.0,0.0,0.0454545454545454,0.0,0.0,0.0,0.0,0,mudah
dokter,10,6,1,2,0,0.1667,0.0271903323262839,0.1818181818181818,1.0,0.125,0.0,0.1667,1,sulit
spesialis,1,9,1,4,0,0.1111,0.0,0.3181818181818182,1.0,0.375,0.0,0.1111,1,sulit
bedah,1,5,1,2,0,0.4,0.0,0.1363636363636363,1.0,0.125,0.0,0.4,1,sulit
mulut,3,5,0,2,0,0.6,0.0060422960725075,0.1363636363636363,0.0,0.125,0.0,0.6,0,mudah
temannya,23,8,1,3,0,0.375,0.066465256797583,0.2727272727272727,1.0,0.25,0.0,0.375,1,sulit
menderita,2,9,1,4,0,0.3333,0.0030211480362537,0.3181818181818182,1.0,0.375,0.0,0.3333,1,sulit
labioschisis,1,12,1,5,0,0.0833,0.0,0.4545454545454545,1.0,0.5,0.0,0.0833,1,sulit
butuh,4,5,1,2,0,0.6,0.0090634441087613,0.1363636363636363,1.0,0.125,0.0,0.6,1,sulit
operasi,1,7,1,4,0,0.1429,0.0,0.2272727272727272,1.0,0.375,0.0,0.1429,1,sulit
kepala,10,6,1,3,0,0.1667,0.0271903323262839,0.1818181818181818,1.0,0.25,0.0,0.1667,1,sulit
mengumumkan,2,11,1,4,0,0.6364,0.0030211480362537,0.409090909090909,1.0,0.375,0.0,0.6364,1,sulit
pemenang,10,8,1,3,0,0.5,0.0271903323262839,0.2727272727272727,1.0,0.25,0.0,0.5,1,sulit
karya,4,5,0,2,0,0.0,0.0090634441087613,0.1363636363636363,0.0,0.125,0.0,0.0,0,mudah
sungguh,4,7,1,2,0,0.4286,0.0090634441087613,0.2272727272727272,1.0,0.125,0.0,0.4286,1,sulit
sayangnya,5,9,1,3,0,0.2222,0.0120845921450151,0.3181818181818182,1.0,0.25,0.0,0.2222,1,sulit
sd,5,2,1,1,0,0.5,0.0120845921450151,0.0,1.0,0.0,0.0,0.5,1,sulit
negeri,67,6,0,3,0,0.1667,0.1993957703927492,0.1818181818181818,0.0,0.25,0.0,0.1667,0,mudah
sanghaing,1,9,1,3,1,0.2222,0.0,0.3181818181818182,1.0,0.25,0.5,0.2222,1,sulit
maja,1,4,0,2,0,0.25,0.0,0.0909090909090909,0.0,0.125,0.0,0.25,0,mudah
bayah,1,5,1,2,0,0.2,0.0,0.1363636363636363,1.0,0.125,0.0,0.2,1,sulit
barat,6,5,1,2,0,0.2,0.0151057401812688,0.1363636363636363,1.0,0.125,0.0,0.2,1,sulit
panggung,1,8,1,2,0,0.5,0.0,0.2727272727272727,1.0,0.125,0.0,0.5,1,sulit
mengambil,12,9,1,3,0,0.4444,0.0332326283987915,0.3181818181818182,1.0,0.25,0.0,0.4444,1,sulit
piala,2,5,1,3,0,0.2,0.0030211480362537,0.1363636363636363,1.0,0.25,0.0,0.2,1,sulit
disertai,1,8,1,4,0,0.125,0.0,0.2727272727272727,1.0,0.375,0.0,0.125,1,sulit
tepuk,5,5,1,2,0,0.4,0.0120845921450151,0.1363636363636363,1.0,0.125,0.0,0.4,1,sulit
penonton,4,8,1,3,0,0.5,0.0090634441087613,0.2727272727272727,1.0,0.25,0.0,0.5,1,sulit
idemu,1,5,1,3,0,0.6,0.0,0.1363636363636363,1.0,0.25,0.0,0.6,1,sulit
menye,1,5,1,2,0,0.4,0.0,0.1363636363636363,1.0,0.125,0.0,0.4,1,sulit
kolah,1,5,0,2,0,0.0,0.0,0.1363636363636363,0.0,0.125,0.0,0.0,0,mudah
bahagia,7,7,1,4,0,0.1429,0.0181268882175226,0.2272727272727272,1.0,0.375,0.0,0.1429,1,sulit
siswa,37,5,0,2,0,0.2,0.1087613293051359,0.1363636363636363,0.0,0.125,0.0,0.2,0,mudah
memiliki,14,8,0,4,0,0.25,0.039274924471299,0.2727272727272727,0.0,0.375,0.0,0.25,0,mudah
kelainan,1,8,0,4,0,0.25,0.0,0.2727272727272727,0.0,0.375,0.0,0.25,0,mudah
bibirnya,1,8,1,3,0,0.375,0.0,0.2727272727272727,1.0,0.25,0.0,0.375,1,sulit
datunya,1,7,1,3,0,0.4286,0.0,0.2272727272727272,1.0,0.25,0.0,0.4286,1,sulit
pindah,4,6,1,2,0,0.5,0.0090634441087613,0.1818181818181818,1.0,0.125,0.0,0.5,1,sulit
jarak,2,5,0,2,0,0.0,0.0030211480362537,0.1363636363636363,0.0,0.125,0.0,0.0,0,mudah
rumahnya,5,8,1,3,0,0.375,0.0120845921450151,0.2727272727272727,1.0,0.25,0.0,0.375,1,sulit
barunya,2,7,1,3,0,0.4286,0.0030211480362537,0.2272727272727272,1.0,0.25,0.0,0.4286,1,sulit
mencari,36,7,0,3,0,0.2857,0.1057401812688821,0.2272727272727272,0.0,0.25,0.0,0.2857,0,mudah
kekurangannya,1,13,1,5,0,0.3077,0.0,0.5,1.0,0.5,0.0,0.3077,1,sulit
mengatasi,1,9,1,4,0,0.2222,0.0,0.3181818181818182,1.0,0.375,0.0,0.2222,1,sulit
takutnya,1,8,1,3,0,0.25,0.0,0.2727272727272727,1.0,0.25,0.0,0.25,1,sulit
bersosialisasi,1,14,1,7,0,0.0714,0.0,0.5454545454545454,1.0,0.75,0.0,0.0714,1,sulit
lingkungan,2,10,1,3,0,0.4,0.0030211480362537,0.3636363636363636,1.0,0.25,0.0,0.4,1,sulit
getaran,13,7,0,3,0,0.1429,0.0362537764350453,0.2272727272727272,0.0,0.25,0.0,0.1429,0,mudah
sunyi,1,5,1,2,0,0.4,0.0,0.1363636363636363,1.0,0.125,0.0,0.4,1,sulit
pembaca,1,7,1,3,0,0.4286,0.0,0.2272727272727272,1.0,0.25,0.0,0.4286,1,sulit
cilik,1,5,0,2,0,0.0,0.0,0.1363636363636363,0.0,0.125,0.0,0.0,0,mudah
pernahkah,1,9,1,3,0,0.2222,0.0,0.3181818181818182,1.0,0.25,0.0,0.2222,1,sulit
istimewa,11,8,0,4,0,0.25,0.0302114803625377,0.2727272727272727,0.0,0.375,0.0,0.25,0,mudah
ugi,25,3,0,2,0,0.3333,0.0725075528700906,0.0454545454545454,0.0,0.125,0.0,0.3333,0,mudah
hara,38,4,0,2,0,0.0,0.1117824773413897,0.0909090909090909,0.0,0.125,0.0,0.0,0,mudah
merasakan,9,9,0,4,0,0.2222,0.0241691842900302,0.3181818181818182,0.0,0.375,0.0,0.2222,0,mudah
membaca,20,7,1,3,0,0.4286,0.0574018126888217,0.2272727272727272,1.0,0.25,0.0,0.4286,1,sulit
gerak,5,5,0,2,0,0.0,0.0120845921450151,0.1363636363636363,0.0,0.125,0.0,0.0,0,mudah
berbahasa,1,9,1,4,0,0.2222,0.0,0.3181818181818182,1.0,0.375,0.0,0.2222,1,sulit
isyarat,7,7,0,3,1,0.0,0.0181268882175226,0.2272727272727272,0.0,0.25,0.5,0.0,0,mudah
pandai,3,6,1,3,0,0.5,0.0060422960725075,0.1818181818181818,1.0,0.25,0.0,0.5,1,sulit
bermain,34,7,1,3,0,0.4286,0.0996978851963746,0.2272727272727272,1.0,0.25,0.0,0.4286,1,sulit
silat,9,5,0,2,0,0.0,0.0241691842900302,0.1363636363636363,0.0,0.125,0.0,0.0,0,mudah
sunda,4,5,1,2,0,0.6,0.0090634441087613,0.1363636363636363,1.0,0.125,0.0,0.6,1,sulit
berlatih,7,8,1,3,0,0.125,0.0181268882175226,0.2727272727272727,1.0,0.25,0.0,0.125,1,sulit
berminggu,1,9,1,3,0,0.4444,0.0,0.3181818181818182,1.0,0.25,0.0,0.4444,1,sulit
lakukan,6,7,0,3,0,0.2857,0.0151057401812688,0.2272727272727272,0.0,0.25,0.0,0.2857,0,mudah
buku,27,4,1,2,0,0.75,0.0785498489425981,0.0909090909090909,1.0,0.125,0.0,0.75,1,sulit
penulis,1,7,1,3,0,0.4286,0.0,0.2272727272727272,1.0,0.25,0.0,0.4286,1,sulit
ilustrator,1,10,0,4,2,0.1,0.0,0.3636363636363636,0.0,0.375,1.0,0.1,0,mudah
feelish,1,7,0,3,0,0.0,0.0,0.2272727272727272,0.0,0.25,0.0,0.0,0,mudah
caramu,1,6,0,3,0,0.3333,0.0,0.1818181818181818,0.0,0.25,0.0,0.3333,0,mudah
keunikanmu,1,10,0,5,0,0.5,0.0,0.3636363636363636,0.0,0.5,0.0,0.5,0,mudah
keadaanmu,1,9,1,5,0,0.4444,0.0,0.3181818181818182,1.0,0.5,0.0,0.4444,1,sulit
hatimu,1,6,0,3,0,0.3333,0.0,0.1818181818181818,0.0,0.25,0.0,0.3333,0,mudah
suara,56,5,0,3,0,0.2,0.1661631419939577,0.1363636363636363,0.0,0.25,0.0,0.2,0,mudah
membuatmu,2,9,1,4,0,0.6667,0.0030211480362537,0.3181818181818182,1.0,0.375,0.0,0.6667,1,sulit
bangun,9,6,1,2,0,0.6667,0.0241691842900302,0.1818181818181818,1.0,0.125,0.0,0.6667,1,sulit
berdering,1,9,1,3,0,0.3333,0.0,0.3181818181818182,1.0,0.25,0.0,0.3333,1,sulit
kokok,2,5,0,2,0,0.0,0.0030211480362537,0.1363636363636363,0.0,0.125,0.0,0.0,0,mudah
ayam,41,4,0,2,0,0.25,0.120845921450151,0.0909090909090909,0.0,0.125,0.0,0.25,0,mudah
melengking,1,10,1,3,0,0.3,0.0,0.3636363636363636,1.0,0.25,0.0,0.3,1,sulit
adik,6,4,1,2,0,0.25,0.0151057401812688,0.0909090909090909,1.0,0.125,0.0,0.25,1,sulit
dialami,1,7,1,4,0,0.2857,0.0,0.2272727272727272,1.0,0.375,0.0,0.2857,1,sulit
membuka,8,7,1,3,0,0.5714,0.0211480362537764,0.2272727272727272,1.0,0.25,0.0,0.5714,1,sulit
kereta,6,6,0,3,0,0.0,0.0151057401812688,0.1818181818181818,0.0,0.25,0.0,0.0,0,mudah
melintasi,2,9,0,4,0,0.2222,0.0030211480362537,0.3181818181818182,0.0,0.375,0.0,0.2222,0,mudah
jembatan,3,8,1,3,0,0.375,0.0060422960725075,0.2727272727272727,1.0,0.25,0.0,0.375,1,sulit
bunyi,2,5,1,2,0,0.6,0.0030211480362537,0.1363636363636363,1.0,0.125,0.0,0.6,1,sulit
bergetar,4,8,1,3,0,0.125,0.0090634441087613,0.2727272727272727,1.0,0.25,0.0,0.125,1,sulit
melintas,3,8,0,3,0,0.25,0.0060422960725075,0.2727272727272727,0.0,0.25,0.0,0.25,0,mudah
menjalar,1,8,0,3,0,0.25,0.0,0.2727272727272727,0.0,0.25,0.0,0.25,0,mudah
jendela,4,7,1,3,0,0.2857,0.0090634441087613,0.2272727272727272,1.0,0.25,0.0,0.2857,1,sulit
kamar,14,5,0,2,0,0.2,0.039274924471299,0.1363636363636363,0.0,0.125,0.0,0.2,0,mudah
dinding,4,7,1,2,0,0.5714,0.0090634441087613,0.2272727272727272,1.0,0.125,0.0,0.5714,1,sulit
selimut,4,7,0,3,0,0.2857,0.0090634441087613,0.2272727272727272,0.0,0.25,0.0,0.2857,0,mudah
heran,9,5,0,2,0,0.2,0.0241691842900302,0.1363636363636363,0.0,0.125,0.0,0.2,0,mudah
takjub,1,6,1,2,0,0.3333,0.0,0.1818181818181818,1.0,0.125,0.0,0.3333,1,sulit
pintu,8,5,1,2,0,0.6,0.0211480362537764,0.1363636363636363,1.0,0.125,0.0,0.6,1,sulit
mengetuk,1,8,1,3,0,0.375,0.0,0.2727272727272727,1.0,0.25,0.0,0.375,1,sulit
lantai,6,6,0,3,0,0.1667,0.0151057401812688,0.1818181818181818,0.0,0.25,0.0,0.1667,0,mudah
bingkai,1,7,1,3,0,0.2857,0.0,0.2272727272727272,1.0,0.25,0.0,0.2857,1,sulit
foto,8,4,0,2,0,0.0,0.0211480362537764,0.0909090909090909,0.0,0.125,0.0,0.0,0,mudah
benda,7,5,1,2,0,0.6,0.0181268882175226,0.1363636363636363,1.0,0.125,0.0,0.6,1,sulit
bergoyang,1,9,1,3,0,0.2222,0.0,0.3181818181818182,1.0,0.25,0.0,0.2222,1,sulit
kagum,2,5,0,2,0,0.4,0.0030211480362537,0.1363636363636363,0.0,0.125,0.0,0.4,0,mudah
kendang,1,7,1,2,0,0.4286,0.0,0.2272727272727272,1.0,0.125,0.0,0.4286,1,sulit
kuat,15,4,0,2,0,0.25,0.0422960725075528,0.0909090909090909,0.0,0.125,0.0,0.25,0,mudah
seruling,1,8,1,3,0,0.25,0.0,0.2727272727272727,1.0,0.25,0.0,0.25,1,sulit
karinding,1,9,1,3,0,0.3333,0.0,0.3181818181818182,1.0,0.25,0.0,0.3333,1,sulit
lemah,5,5,0,2,0,0.2,0.0120845921450151,0.1363636363636363,0.0,0.125,0.0,0.2,0,mudah
bangga,4,6,1,2,0,0.3333,0.0090634441087613,0.1818181818181818,1.0,0.125,0.0,0.3333,1,sulit
berbicara,5,9,1,4,0,0.2222,0.0120845921450151,0.3181818181818182,1.0,0.375,0.0,0.2222,1,sulit
mulutnya,1,8,1,3,0,0.5,0.0,0.2727272727272727,1.0,0.25,0.0,0.5,1,sulit
tangannya,7,9,1,3,0,0.3333,0.0181268882175226,0.3181818181818182,1.0,0.25,0.0,0.3333,1,sulit
bahasa,8,6,1,3,0,0.1667,0.0211480362537764,0.1818181818181818,1.0,0.25,0.0,0.1667,1,sulit
terampil,1,8,1,3,0,0.25,0.0,0.2727272727272727,1.0,0.25,0.0,0.25,1,sulit
syaratnya,1,9,1,3,1,0.1111,0.0,0.3181818181818182,1.0,0.25,0.5,0.1111,1,sulit
perlahan,3,8,1,3,0,0.25,0.0060422960725075,0.2727272727272727,1.0,0.25,0.0,0.25,1,sulit
latihan,7,7,0,3,0,0.1429,0.0181268882175226,0.2272727272727272,0.0,0.25,0.0,0.1429,0,mudah
kehebatan,1,9,1,4,0,0.2222,0.0,0.3181818181818182,1.0,0.375,0.0,0.2222,1,sulit
menghilang,1,10,1,3,1,0.3,0.0,0.3636363636363636,1.0,0.25,0.5,0.3,1,sulit
dirasakan,1,9,1,4,0,0.2222,0.0,0.3181818181818182,1.0,0.375,0.0,0.2222,1,sulit
kakinya,7,7,1,3,0,0.1429,0.0181268882175226,0.2272727272727272,1.0,0.25,0.0,0.1429,1,sulit
menatap,8,7,1,3,0,0.4286,0.0211480362537764,0.2272727272727272,1.0,0.25,0.0,0.4286,1,sulit
lawan,2,5,0,2,0,0.4,0.0030211480362537,0.1363636363636363,0.0,0.125,0.0,0.4,0,mudah
bicara,6,6,1,3,0,0.1667,0.0151057401812688,0.1818181818181818,1.0,0.25,0.0,0.1667,1,sulit
mengerti,6,8,1,3,0,0.25,0.0151057401812688,0.2727272727272727,1.0,0.25,0.0,0.25,1,sulit
digelar,1,7,1,3,0,0.1429,0.0,0.2272727272727272,1.0,0.25,0.0,0.1429,1,sulit
kemampuan,3,9,1,4,0,0.5556,0.0060422960725075,0.3181818181818182,1.0,0.375,0.0,0.5556,1,sulit
