kata,f1_frekuensi,f2_panjang,f3_huruf_bingung,f4_suku_kata,f5_fonem_kompleks,f6_visual,f1_frekuensi_norm,f2_panjang_norm,f3_huruf_bingung_norm,f4_suku_kata_norm,f5_fonem_kompleks_norm,f6_visual_norm,klaster,label
dicakar,1,7,1,3,0,0.1429,0.0,0.2272727272727272,1.0,0.25,0.0,0.1429,1,sulit
owen,14,4,0,2,0,0.5,0.039274924471299,0.0909090909090909,0.0,0.125,0.0,0.5,0,mudah
mencakar,1,8,0,3,0,0.25,0.0,0.2727272727272727,0.0,0.25,0.0,0.25,0,mudah
memegang,1,8,1,3,0,0.375,0.0,0.2727272727272727,1.0,0.25,0.0,0.375,1,sulit
pantat,1,6,1,2,0,0.3333,0.0,0.1818181818181818,1.0,0.125,0.0,0.3333,1,sulit
kemaluan,1,8,0,4,0,0.375,0.0,0.2727272727272727,0.0,0.375,0.0,0.375,0,mudah
disentuh,4,8,1,3,0,0.375,0.0090634441087613,0.2727272727272727,1.0,0.25,0.0,0.375,1,sulit
perutnya,1,8,1,3,0,0.375,0.0,0.2727272727272727,1.0,0.25,0.0,0.375,1,sulit
melindungi,1,10,1,4,0,0.5,0.0,0.3636363636363636,1.0,0.375,0.0,0.5,1,sulit
terancam,1,8,0,3,0,0.25,0.0,0.2727272727272727,0.0,0.25,0.0,0.25,0,mudah
sentuh,2,6,0,2,0,0.3333,0.0030211480362537,0.1818181818181818,0.0,0.125,0.0,0.3333,0,mudah
ktik,2,4,0,1,0,0.0,0.0030211480362537,0.0909090909090909,0.0,0.0,0.0,0.0,0,mudah
menggoda,1,8,1,3,0,0.375,0.0,0.2727272727272727,1.0,0.25,0.0,0.375,1,sulit
stop,1,4,1,1,0,0.25,0.0,0.0909090909090909,1.0,0.0,0.0,0.25,1,sulit
menyentuh,3,9,1,3,0,0.4444,0.0060422960725075,0.3181818181818182,1.0,0.25,0.0,0.4444,1,sulit
izinkan,1,7,0,3,0,0.2857,0.0,0.2272727272727272,0.0,0.25,0.0,0.2857,0,mudah
pribadi,1,7,1,3,1,0.4286,0.0,0.2272727272727272,1.0,0.25,0.5,0.4286,1,sulit
kenal,1,5,0,2,0,0.2,0.0,0.1363636363636363,0.0,0.125,0.0,0.2,0,mudah
menyentuhmu,1,11,1,4,0,0.5455,0.0,0.409090909090909,1.0,0.375,0.0,0.5455,1,sulit
meong,1,5,1,2,0,0.4,0.0,0.1363636363636363,1.0,0.125,0.0,0.4,1,sulit
aroma,5,5,0,3,0,0.2,0.0120845921450151,0.1363636363636363,0.0,0.25,0.0,0.2,0,mudah
tiwul,2,5,0,2,0,0.4,0.0030211480362537,0.1363636363636363,0.0,0.125,0.0,0.4,0,mudah
pahit,3,5,1,2,0,0.2,0.0060422960725075,0.1363636363636363,1.0,0.125,0.0,0.2,1,sulit
kucampur,2,8,1,3,0,0.5,0.0030211480362537,0.2727272727272727,1.0,0.25,0.0,0.5,1,sulit
kumakan,1,7,0,3,0,0.4286,0.0,0.2272727272727272,0.0,0.25,0.0,0.4286,0,mudah
sayur,9,5,0,2,0,0.2,0.0241691842900302,0.1363636363636363,0.0,0.125,0.0,0.2,0,mudah
asam,3,4,0,2,0,0.25,0.0060422960725075,0.0909090909090909,0.0,0.125,0.0,0.25,0,mudah
lodeh,2,5,1,2,0,0.2,0.0030211480362537,0.1363636363636363,1.0,0.125,0.0,0.2,1,sulit
kulkas,1,6,0,2,0,0.1667,0.0,0.1818181818181818,0.0,0.125,0.0,0.1667,0,mudah
parut,2,5,1,2,0,0.4,0.0030211480362537,0.1363636363636363,1.0,0.125,0.0,0.4,1,sulit
aromanya,1,8,1,4,0,0.25,0.0,0.2727272727272727,1.0,0.375,0.0,0.25,1,sulit
sedap,1,5,1,2,0,0.4,0.0,0.1363636363636363,1.0,0.125,0.0,0.4,1,sulit
bena,29,4,1,2,0,0.5,0.0845921450151057,0.0909090909090909,1.0,0.125,0.0,0.5,1,sulit
handuk,2,6,1,2,0,0.5,0.0030211480362537,0.1818181818181818,1.0,0.125,0.0,0.5,1,sulit
srat,1,4,0,1,0,0.0,0.0,0.0909090909090909,0.0,0.0,0.0,0.0,0,mudah
sret,1,4,0,1,0,0.0,0.0,0.0909090909090909,0.0,0.0,0.0,0.0,0,mudah
membereskan,5,11,1,4,0,0.3636,0.0120845921450151,0.409090909090909,1.0,0.375,0.0,0.3636,1,sulit
kekacauan,5,9,0,5,0,0.2222,0.0120845921450151,0.3181818181818182,0.0,0.5,0.0,0.2222,0,mudah
antre,2,5,0,2,1,0.2,0.0030211480362537,0.1363636363636363,0.0,0.125,0.5,0.2,0,mudah
panti,2,5,1,2,0,0.4,0.0030211480362537,0.1363636363636363,1.0,0.125,0.0,0.4,1,sulit
asuhan,1,6,0,3,0,0.3333,0.0,0.1818181818181818,0.0,0.25,0.0,0.3333,0,mudah
mandinya,2,8,1,3,0,0.5,0.0030211480362537,0.2727272727272727,1.0,0.25,0.0,0.5,1,sulit
dugaan,1,6,1,3,0,0.5,0.0,0.1818181818181818,1.0,0.25,0.0,0.5,1,sulit
duluan,1,6,1,3,0,0.6667,0.0,0.1818181818181818,1.0,0.25,0.0,0.6667,1,sulit
perutku,1,7,1,3,0,0.4286,0.0,0.2272727272727272,1.0,0.25,0.0,0.4286,1,sulit
mules,1,5,0,2,0,0.4,0.0,0.1363636363636363,0.0,0.125,0.0,0.4,0,mudah
arini,1,5,0,3,0,0.2,0.0,0.1363636363636363,0.0,0.25,0.0,0.2,0,mudah
menyela,1,7,1,3,0,0.2857,0.0,0.2272727272727272,1.0,0.25,0.0,0.2857,1,sulit
gubrak,1,6,1,2,1,0.3333,0.0,0.1818181818181818,1.0,0.125,0.5,0.3333,1,sulit
mengambilnya,1,12,1,4,0,0.4167,0.0,0.4545454545454545,1.0,0.375,0.0,0.4167,1,sulit
cuci,2,4,0,2,0,0.25,0.0030211480362537,0.0909090909090909,0.0,0.125,0.0,0.25,0,mudah
krak,1,4,0,1,1,0.0,0.0,0.0909090909090909,0.0,0.0,0.5,0.0,0,mudah
dibalik,1,7,1,3,0,0.2857,0.0,0.2272727272727272,1.0,0.25,0.0,0.2857,1,sulit
menggoreng,1,10,1,3,0,0.3,0.0,0.3636363636363636,1.0,0.25,0.0,0.3,1,sulit
sarapannya,1,10,1,4,0,0.3,0.0,0.3636363636363636,1.0,0.375,0.0,0.3,1,sulit
kolong,1,6,1,2,0,0.1667,0.0,0.1818181818181818,1.0,0.125,0.0,0.1667,1,sulit
secepat,2,7,1,3,0,0.1429,0.0030211480362537,0.2272727272727272,1.0,0.25,0.0,0.1429,1,sulit
kilat,1,5,0,2,0,0.0,0.0,0.1363636363636363,0.0,0.125,0.0,0.0,0,mudah
menghindar,2,10,1,3,1,0.4,0.0030211480362537,0.3636363636363636,1.0,0.25,0.5,0.4,1,sulit
gubrakkk,1,8,1,2,1,0.25,0.0,0.2727272727272727,1.0,0.125,0.5,0.25,1,sulit
selepas,1,7,1,3,0,0.1429,0.0,0.2272727272727272,1.0,0.25,0.0,0.1429,1,sulit
didikan,1,7,1,3,0,0.4286,0.0,0.2272727272727272,1.0,0.25,0.0,0.4286,1,sulit
menyanyikan,1,11,1,4,0,0.3636,0.0,0.409090909090909,1.0,0.375,0.0,0.3636,1,sulit
qasidah,1,7,1,3,0,0.2857,0.0,0.2272727272727272,1.0,0.25,0.0,0.2857,1,sulit
mendengarkan,6,12,1,4,0,0.4167,0.0151057401812688,0.4545454545454545,1.0,0.375,0.0,0.4167,1,sulit
ceramah,1,7,0,3,0,0.1429,0.0,0.2272727272727272,0.0,0.25,0.0,0.1429,0,mudah
mukenanya,1,9,1,4,0,0.4444,0.0,0.3181818181818182,1.0,0.375,0.0,0.4444,1,sulit
membelikanku,1,12,1,5,0,0.4167,0.0,0.4545454545454545,1.0,0.5,0.0,0.4167,1,sulit
mukena,7,6,0,3,0,0.5,0.0181268882175226,0.1818181818181818,0.0,0.25,0.0,0.5,0,mudah
mukenaku,1,8,0,4,0,0.5,0.0,0.2727272727272727,0.0,0.375,0.0,0.5,0,mudah
mita,12,4,0,2,0,0.25,0.0332326283987915,0.0909090909090909,0.0,0.125,0.0,0.25,0,mudah
weni,3,4,0,2,0,0.5,0.0060422960725075,0.0909090909090909,0.0,0.125,0.0,0.5,0,mudah
salat,2,5,0,2,0,0.0,0.0030211480362537,0.1363636363636363,0.0,0.125,0.0,0.0,0,mudah
zuhur,1,5,0,2,0,0.4,0.0,0.1363636363636363,0.0,0.125,0.0,0.4,0,mudah
malas,1,5,0,2,0,0.2,0.0,0.1363636363636363,0.0,0.125,0.0,0.2,0,mudah
pamit,2,5,1,2,0,0.4,0.0030211480362537,0.1363636363636363,1.0,0.125,0.0,0.4,1,sulit
disumbangkan,1,12,1,4,0,0.5,0.0,0.4545454545454545,1.0,0.375,0.0,0.5,1,sulit
sebal,1,5,1,2,0,0.2,0.0,0.1363636363636363,1.0,0.125,0.0,0.2,1,sulit
kucel,1,5,0,2,0,0.2,0.0,0.1363636363636363,0.0,0.125,0.0,0.2,0,mudah
lusuh,1,5,0,2,0,0.4,0.0,0.1363636363636363,0.0,0.125,0.0,0.4,0,mudah
pokoknya,1,8,1,3,0,0.25,0.0,0.2727272727272727,1.0,0.25,0.0,0.25,1,sulit
ngambek,1,7,1,2,0,0.4286,0.0,0.2272727272727272,1.0,0.125,0.0,0.4286,1,sulit
mora,18,4,0,2,0,0.25,0.0513595166163141,0.0909090909090909,0.0,0.125,0.0,0.25,0,mudah
haaa,1,4,0,3,0,0.0,0.0,0.0909090909090909,0.0,0.25,0.0,0.0,0,mudah
dilihatnya,3,10,1,4,0,0.2,0.0060422960725075,0.3636363636363636,1.0,0.375,0.0,0.2,1,sulit
tank,1,4,0,1,0,0.25,0.0,0.0909090909090909,0.0,0.0,0.0,0.25,0,mudah
tentara,8,7,0,3,0,0.1429,0.0211480362537764,0.2272727272727272,0.0,0.25,0.0,0.1429,0,mudah
berserakan,1,10,1,4,0,0.2,0.0,0.3636363636363636,1.0,0.375,0.0,0.2,1,sulit
togi,4,4,0,2,0,0.0,0.0090634441087613,0.0909090909090909,0.0,0.125,0.0,0.0,0,mudah
roma,4,4,0,2,0,0.25,0.0090634441087613,0.0909090909090909,0.0,0.125,0.0,0.25,0,mudah
kembarnya,2,9,1,3,0,0.3333,0.0030211480362537,0.3181818181818182,1.0,0.25,0.0,0.3333,1,sulit
berantakan,3,10,1,4,0,0.3,0.0060422960725075,0.3636363636363636,1.0,0.375,0.0,0.3,1,sulit
keranjang,3,9,1,3,0,0.2222,0.0060422960725075,0.3181818181818182,1.0,0.25,0.0,0.2222,1,sulit
mengentakkan,1,12,1,4,0,0.3333,0.0,0.4545454545454545,1.0,0.375,0.0,0.3333,1,sulit
menyambar,1,9,1,3,0,0.4444,0.0,0.3181818181818182,1.0,0.25,0.0,0.4444,1,sulit
rapikan,3,7,1,3,0,0.2857,0.0060422960725075,0.2272727272727272,1.0,0.25,0.0,0.2857,1,sulit
bruk,1,4,1,1,1,0.5,0.0,0.0909090909090909,1.0,0.0,0.5,0.5,1,sulit
aaaw,1,4,0,3,0,0.25,0.0,0.0909090909090909,0.0,0.25,0.0,0.25,0,mudah
terpeleset,1,10,1,4,0,0.1,0.0,0.3636363636363636,1.0,0.375,0.0,0.1,1,sulit
lututnya,1,8,1,3,0,0.375,0.0,0.2727272727272727,1.0,0.25,0.0,0.375,1,sulit
perih,1,5,1,2,0,0.2,0.0,0.1363636363636363,1.0,0.125,0.0,0.2,1,sulit
kekhawatiran,1,12,0,5,1,0.1667,0.0,0.4545454545454545,0.0,0.5,0.5,0.1667,0,mudah
terbukti,1,8,1,3,0,0.25,0.0,0.2727272727272727,1.0,0.25,0.0,0.25,1,sulit
pemanasan,1,9,1,4,0,0.4444,0.0,0.3181818181818182,1.0,0.375,0.0,0.4444,1,sulit
berkonsentrasi,1,14,1,5,1,0.2143,0.0,0.5454545454545454,1.0,0.5,0.5,0.2143,1,sulit
kembar,8,6,1,2,0,0.3333,0.0211480362537764,0.1818181818181818,1.0,0.125,0.0,0.3333,1,sulit
merapikan,1,9,1,4,0,0.3333,0.0,0.3181818181818182,1.0,0.375,0.0,0.3333,1,sulit
pikirkan,1,8,1,3,0,0.25,0.0,0.2727272727272727,1.0,0.25,0.0,0.25,1,sulit
tentaraan,1,9,0,4,0,0.2222,0.0,0.3181818181818182,0.0,0.375,0.0,0.2222,0,mudah
cerdik,1,6,1,2,0,0.1667,0.0,0.1818181818181818,1.0,0.125,0.0,0.1667,1,sulit
melaksanakan,1,12,0,5,0,0.25,0.0,0.4545454545454545,0.0,0.5,0.0,0.25,0,mudah
taktiknya,1,9,1,3,0,0.1111,0.0,0.3181818181818182,1.0,0.25,0.0,0.1111,1,sulit
pasukan,4,7,1,3,0,0.4286,0.0090634441087613,0.2272727272727272,1.0,0.25,0.0,0.4286,1,sulit
mandiri,2,7,1,3,0,0.4286,0.0030211480362537,0.2272727272727272,1.0,0.25,0.0,0.4286,1,sulit
bergerak,2,8,1,3,0,0.125,0.0030211480362537,0.2727272727272727,1.0,0.25,0.0,0.125,1,sulit
tegap,1,5,1,2,0,0.2,0.0,0.1363636363636363,1.0,0.125,0.0,0.2,1,sulit
bersahutan,1,10,1,4,0,0.3,0.0,0.3636363636363636,1.0,0.375,0.0,0.3,1,sulit
bentangkan,1,10,1,3,0,0.4,0.0,0.3636363636363636,1.0,0.25,0.0,0.4,1,sulit
hitung,1,6,1,2,0,0.3333,0.0,0.1818181818181818,1.0,0.125,0.0,0.3333,1,sulit
beraksi,2,7,1,3,0,0.1429,0.0030211480362537,0.2272727272727272,1.0,0.25,0.0,0.1429,1,sulit
dibereskan,1,10,1,4,0,0.3,0.0,0.3636363636363636,1.0,0.375,0.0,0.3,1,sulit
singkat,2,7,1,2,0,0.1429,0.0030211480362537,0.2272727272727272,1.0,0.125,0.0,0.1429,1,sulit
tibalah,1,7,1,3,0,0.1429,0.0,0.2272727272727272,1.0,0.25,0.0,0.1429,1,sulit
cermat,2,6,0,2,0,0.1667,0.0030211480362537,0.1818181818181818,0.0,0.125,0.0,0.1667,0,mudah
usir,1,4,0,2,0,0.25,0.0,0.0909090909090909,0.0,0.125,0.0,0.25,0,mudah
kotoran,1,7,0,3,0,0.1429,0.0,0.2272727272727272,0.0,0.25,0.0,0.1429,0,mudah
pengganggu,1,10,1,3,0,0.4,0.0,0.3636363636363636,1.0,0.25,0.0,0.4,1,sulit
laksanakan,2,10,0,4,0,0.2,0.0030211480362537,0.3636363636363636,0.0,0.375,0.0,0.2,0,mudah
noda,1,4,1,2,0,0.5,0.0,0.0909090909090909,1.0,0.125,0.0,0.5,1,sulit
hafal,1,5,0,2,0,0.0,0.0,0.1363636363636363,0.0,0.125,0.0,0.0,0,mudah
urutan,1,6,0,3,0,0.5,0.0,0.1818181818181818,0.0,0.25,0.0,0.5,0,mudah
kode,1,4,1,2,0,0.25,0.0,0.0909090909090909,1.0,0.125,0.0,0.25,1,sulit
pimpinan,1,8,1,3,0,0.625,0.0,0.2727272727272727,1.0,0.25,0.0,0.625,1,sulit
sisi,2,4,0,2,0,0.0,0.0030211480362537,0.0909090909090909,0.0,0.125,0.0,0.0,0,mudah
jakarta,1,7,0,3,0,0.0,0.0,0.2272727272727272,0.0,0.25,0.0,0.0,0,mudah
pengasuh,1,8,1,3,0,0.375,0.0,0.2727272727272727,1.0,0.25,0.0,0.375,1,sulit
alia,34,4,0,3,0,0.0,0.0996978851963746,0.0909090909090909,0.0,0.25,0.0,0.0,0,mudah
ditemani,2,8,1,4,0,0.375,0.0030211480362537,0.2727272727272727,1.0,0.375,0.0,0.375,1,sulit
mbah,32,4,1,1,0,0.5,0.093655589123867,0.0909090909090909,1.0,0.0,0.0,0.5,1,sulit
kung,31,4,1,1,0,0.5,0.0906344410876132,0.0909090909090909,1.0,0.0,0.0,0.5,1,sulit
cemas,1,5,0,2,0,0.2,0.0,0.1363636363636363,0.0,0.125,0.0,0.2,0,mudah
mengomel,1,8,1,3,0,0.375,0.0,0.2727272727272727,1.0,0.25,0.0,0.375,1,sulit
bermalas,1,8,1,3,0,0.25,0.0,0.2727272727272727,1.0,0.25,0.0,0.25,1,sulit
malasan,1,7,0,3,0,0.2857,0.0,0.2272727272727272,0.0,0.25,0.0,0.2857,0,mudah
menggerutu,1,10,1,4,0,0.4,0.0,0.3636363636363636,1.0,0.375,0.0,0.4,1,sulit
menyisir,2,8,1,3,0,0.25,0.0030211480362537,0.2727272727272727,1.0,0.25,0.0,0.25,1,sulit
rambut,2,6,1,2,0,0.5,0.0030211480362537,0.1818181818181818,1.0,0.125,0.0,0.5,1,sulit
menghiasnya,1,11,1,4,1,0.2727,0.0,0.409090909090909,1.0,0.375,0.5,0.2727,1,sulit
jepit,1,5,1,2,0,0.2,0.0,0.1363636363636363,1.0,0.125,0.0,0.2,1,sulit
pita,1,4,1,2,0,0.25,0.0,0.0909090909090909,1.0,0.125,0.0,0.25,1,sulit
melakukannya,1,12,1,5,0,0.3333,0.0,0.4545454545454545,1.0,0.5,0.0,0.3333,1,sulit
kuncirnya,1,9,1,3,0,0.3333,0.0,0.3181818181818182,1.0,0.25,0.0,0.3333,1,sulit
meributkan,1,10,1,4,0,0.4,0.0,0.3636363636363636,1.0,0.375,0.0,0.4,1,sulit
jambu,1,5,1,2,0,0.6,0.0,0.1363636363636363,1.0,0.125,0.0,0.6,1,sulit
manjat,1,6,0,2,0,0.3333,0.0,0.1818181818181818,0.0,0.125,0.0,0.3333,0,mudah
pecel,3,5,1,2,0,0.2,0.0060422960725075,0.1363636363636363,1.0,0.125,0.0,0.2,1,sulit
oseng,2,5,1,2,0,0.2,0.0030211480362537,0.1363636363636363,1.0,0.125,0.0,0.2,1,sulit
sepeda,5,6,1,3,0,0.3333,0.0120845921450151,0.1818181818181818,1.0,0.25,0.0,0.3333,1,sulit
gabah,1,5,1,2,0,0.2,0.0,0.1363636363636363,1.0,0.125,0.0,0.2,1,sulit
gerakannya,1,10,1,4,0,0.2,0.0,0.3636363636363636,1.0,0.375,0.0,0.2,1,sulit
ratakan,2,7,0,3,0,0.1429,0.0030211480362537,0.2272727272727272,0.0,0.25,0.0,0.1429,0,mudah
perintah,2,8,1,3,0,0.25,0.0030211480362537,0.2727272727272727,1.0,0.25,0.0,0.25,1,sulit
enggan,2,6,1,2,0,0.3333,0.0030211480362537,0.1818181818181818,1.0,0.125,0.0,0.3333,1,sulit
sembunyikan,1,11,1,4,0,0.4545,0.0,0.409090909090909,1.0,0.375,0.0,0.4545,1,sulit
sambut,3,6,1,2,0,0.5,0.0060422960725075,0.1818181818181818,1.0,0.125,0.0,0.5,1,sulit
mengupas,1,8,1,3,0,0.5,0.0,0.2727272727272727,1.0,0.25,0.0,0.5,1,sulit
bawang,1,6,1,2,0,0.5,0.0,0.1818181818181818,1.0,0.125,0.0,0.5,1,sulit
menumbuk,1,8,1,3,0,0.75,0.0,0.2727272727272727,1.0,0.25,0.0,0.75,1,sulit
merica,1,6,0,3,0,0.1667,0.0,0.1818181818181818,0.0,0.25,0.0,0.1667,0,mudah
mengocoknya,1,11,1,4,0,0.2727,0.0,0.409090909090909,1.0,0.375,0.0,0.2727,1,sulit
adonan,1,6,1,3,0,0.5,0.0,0.1818181818181818,1.0,0.25,0.0,0.5,1,sulit
digoreng,1,8,1,3,0,0.25,0.0,0.2727272727272727,1.0,0.25,0.0,0.25,1,sulit
rantai,1,6,0,3,0,0.1667,0.0,0.1818181818181818,0.0,0.25,0.0,0.1667,0,mudah
membetulkannya,1,14,1,5,0,0.4286,0.0,0.5454545454545454,1.0,0.5,0.0,0.4286,1,sulit
tercium,2,7,0,3,0,0.2857,0.0030211480362537,0.2272727272727272,0.0,0.25,0.0,0.2857,0,mudah
huaa,1,4,0,3,0,0.25,0.0,0.0909090909090909,0.0,0.25,0.0,0.25,0,mudah
gosong,1,6,1,2,0,0.1667,0.0,0.1818181818181818,1.0,0.125,0.0,0.1667,1,sulit
menegur,1,7,0,3,0,0.4286,0.0,0.2272727272727272,0.0,0.25,0.0,0.4286,0,mudah
dadar,2,5,1,2,0,0.4,0.0030211480362537,0.1363636363636363,1.0,0.125,0.0,0.4,1,sulit
mengalah,1,8,1,3,0,0.25,0.0,0.2727272727272727,1.0,0.25,0.0,0.25,1,sulit
potong,1,6,1,2,0,0.3333,0.0,0.1818181818181818,1.0,0.125,0.0,0.3333,1,sulit
wortelnya,1,9,1,3,0,0.2222,0.0,0.3181818181818182,1.0,0.25,0.0,0.2222,1,sulit
korek,1,5,0,2,0,0.0,0.0,0.1363636363636363,0.0,0.125,0.0,0.0,0,mudah
bundar,2,6,1,2,0,0.6667,0.0030211480362537,0.1818181818181818,1.0,0.125,0.0,0.6667,1,sulit
bantah,1,6,1,2,0,0.3333,0.0,0.1818181818181818,1.0,0.125,0.0,0.3333,1,sulit
bawangnya,1,9,1,3,0,0.4444,0.0,0.3181818181818182,1.0,0.25,0.0,0.4444,1,sulit
ditumbuk,1,8,1,3,0,0.625,0.0,0.2727272727272727,1.0,0.25,0.0,0.625,1,sulit
saran,1,5,0,2,0,0.2,0.0,0.1363636363636363,0.0,0.125,0.0,0.2,0,mudah
diiris,1,6,1,3,0,0.1667,0.0,0.1818181818181818,1.0,0.25,0.0,0.1667,1,sulit
berdebat,1,8,1,3,0,0.375,0.0,0.2727272727272727,1.0,0.25,0.0,0.375,1,sulit
terhidang,2,9,1,3,0,0.2222,0.0030211480362537,0.3181818181818182,1.0,0.25,0.0,0.2222,1,sulit
lirih,1,5,0,2,0,0.0,0.0,0.1363636363636363,0.0,0.125,0.0,0.0,0,mudah
kring,4,5,1,1,1,0.2,0.0090634441087613,0.1363636363636363,1.0,0.0,0.5,0.2,1,sulit
bertengkar,1,10,1,3,0,0.2,0.0,0.3636363636363636,1.0,0.25,0.0,0.2,1,sulit
berkaca,1,7,1,3,0,0.1429,0.0,0.2272727272727272,1.0,0.25,0.0,0.1429,1,sulit
merindukan,1,10,1,4,0,0.5,0.0,0.3636363636363636,1.0,0.375,0.0,0.5,1,sulit
ibumu,2,5,1,3,0,0.8,0.0030211480362537,0.1363636363636363,1.0,0.25,0.0,0.8,1,sulit
dibacakan,1,9,1,4,0,0.3333,0.0,0.3181818181818182,1.0,0.375,0.0,0.3333,1,sulit
sambung,7,7,1,2,0,0.5714,0.0181268882175226,0.2272727272727272,1.0,0.125,0.0,0.5714,1,sulit
bersepeda,1,9,1,4,0,0.3333,0.0,0.3181818181818182,1.0,0.375,0.0,0.3333,1,sulit
tinuk,36,5,0,2,0,0.4,0.1057401812688821,0.1363636363636363,0.0,0.125,0.0,0.4,0,mudah
melanjutkan,2,11,0,4,0,0.3636,0.0030211480362537,0.409090909090909,0.0,0.375,0.0,0.3636,0,mudah
bersekolah,1,10,1,4,0,0.1,0.0,0.3636363636363636,1.0,0.375,0.0,0.1,1,sulit
smp,1,3,1,1,0,0.6667,0.0,0.0454545454545454,1.0,0.0,0.0,0.6667,1,sulit
saku,2,4,0,2,0,0.25,0.0030211480362537,0.0909090909090909,0.0,0.125,0.0,0.25,0,mudah
jamu,27,4,0,2,0,0.5,0.0785498489425981,0.0909090909090909,0.0,0.125,0.0,0.5,0,mudah
jamunya,2,7,1,3,0,0.4286,0.0030211480362537,0.2272727272727272,1.0,0.25,0.0,0.4286,1,sulit
tambahan,1,8,1,3,0,0.375,0.0,0.2727272727272727,1.0,0.25,0.0,0.375,1,sulit
tabung,1,6,1,2,0,0.5,0.0,0.1818181818181818,1.0,0.125,0.0,0.5,1,sulit
sepak,1,5,1,2,0,0.2,0.0,0.1363636363636363,1.0,0.125,0.0,0.2,1,sulit
memindahkan,1,11,1,4,0,0.4545,0.0,0.409090909090909,1.0,0.375,0.0,0.4545,1,sulit
bakul,2,5,1,2,0,0.4,0.0030211480362537,0.1363636363636363,1.0,0.125,0.0,0.4,1,sulit
stroberi,1,8,1,3,2,0.125,0.0,0.2727272727272727,1.0,0.25,1.0,0.125,1,sulit
gagasan,1,7,0,3,0,0.1429,0.0,0.2272727272727272,0.0,0.25,0.0,0.1429,0,mudah
ramuan,1,6,0,3,0,0.5,0.0,0.1818181818181818,0.0,0.25,0.0,0.5,0,mudah
temulawak,1,9,0,4,0,0.3333,0.0,0.3181818181818182,0.0,0.375,0.0,0.3333,0,mudah
hueks,1,5,0,2,0,0.2,0.0,0.1363636363636363,0.0,0.125,0.0,0.2,0,mudah
pedas,1,5,1,2,0,0.4,0.0,0.1363636363636363,1.0,0.125,0.0,0.4,1,sulit
baunya,1,6,1,3,0,0.5,0.0,0.1818181818181818,1.0,0.25,0.0,0.5,1,sulit
manisnya,1,8,1,3,0,0.375,0.0,0.2727272727272727,1.0,0.25,0.0,0.375,1,sulit
takarannya,1,10,1,4,0,0.2,0.0,0.3636363636363636,1.0,0.375,0.0,0.2,1,sulit
diubah,1,6,1,3,0,0.5,0.0,0.1818181818181818,1.0,0.25,0.0,0.5,1,sulit
wangi,3,5,1,2,0,0.4,0.0060422960725075,0.1363636363636363,1.0,0.125,0.0,0.4,1,sulit
serai,1,5,0,3,0,0.0,0.0,0.1363636363636363,0.0,0.25,0.0,0.0,0,mudah
jahe,1,4,0,2,0,0.0,0.0,0.0909090909090909,0.0,0.125,0.0,0.0,0,mudah
pandan,4,6,1,2,0,0.6667,0.0090634441087613,0.1818181818181818,1.0,0.125,0.0,0.6667,1,sulit
cicip,1,5,1,2,0,0.2,0.0,0.1363636363636363,1.0,0.125,0.0,0.2,1,sulit
mengerutkan,1,11,1,4,0,0.3636,0.0,0.409090909090909,1.0,0.375,0.0,0.3636,1,sulit
hidung,1,6,1,2,0,0.5,0.0,0.1818181818181818,1.0,0.125,0.0,0.5,1,sulit
kencur,1,6,0,2,0,0.3333,0.0,0.1818181818181818,0.0,0.125,0.0,0.3333,0,mudah
ditambah,2,8,1,3,0,0.375,0.0030211480362537,0.2727272727272727,1.0,0.25,0.0,0.375,1,sulit
dikurangi,1,9,1,4,0,0.3333,0.0,0.3181818181818182,1.0,0.375,0.0,0.3333,1,sulit
kombinasi,1,9,1,4,0,0.3333,0.0,0.3181818181818182,1.0,0.375,0.0,0.3333,1,sulit
tabungannya,4,11,1,4,0,0.4545,0.0090634441087613,0.409090909090909,1.0,0.375,0.0,0.4545,1,sulit
warung,1,6,1,2,0,0.5,0.0,0.1818181818181818,1.0,0.125,0.0,0.5,1,sulit
kemasan,2,7,0,3,0,0.2857,0.0030211480362537,0.2272727272727272,0.0,0.25,0.0,0.2857,0,mudah
kemasannya,1,10,1,4,0,0.3,0.0,0.3636363636363636,1.0,0.375,0.0,0.3,1,sulit
pembeli,4,7,1,3,0,0.4286,0.0090634441087613,0.2272727272727272,1.0,0.25,0.0,0.4286,1,sulit
minuman,1,7,0,3,0,0.7143,0.0,0.2272727272727272,0.0,0.25,0.0,0.7143,0,mudah
dikemas,1,7,1,3,0,0.2857,0.0,0.2272727272727272,1.0,0.25,0.0,0.2857,1,sulit
minumannya,1,10,1,4,0,0.6,0.0,0.3636363636363636,1.0,0.375,0.0,0.6,1,sulit
plastik,1,7,1,2,0,0.1429,0.0,0.2272727272727272,1.0,0.125,0.0,0.1429,1,sulit
siluet,1,6,0,3,0,0.1667,0.0,0.1818181818181818,0.0,0.25,0.0,0.1667,0,mudah
bawahnya,1,8,1,3,0,0.375,0.0,0.2727272727272727,1.0,0.25,0.0,0.375,1,sulit
tuliskan,1,8,0,3,0,0.25,0.0,0.2727272727272727,0.0,0.25,0.0,0.25,0,mudah
merek,1,5,0,2,0,0.2,0.0,0.1363636363636363,0.0,0.125,0.0,0.2,0,mudah
menamai,1,7,0,4,0,0.4286,0.0,0.2272727272727272,0.0,0.375,0.0,0.4286,0,mudah
